mean;1
9024.402;2145.543485862487
9146.897;2175.9013570190805
9240.335;2118.5071603493075
9271.024;2002.7349617093978
9125.95;1851.6108115116956
8800.683;1773.0445371729813
8582.872;1790.372871042497
8481.302;1887.1860984810544
8431.262;1963.1615618348042
8366.499;1901.0969275435623
8473.938;1754.9359900428335
8507.216;1594.13849551955
8315.022;1528.0877838302167
7986.787;1614.3598730356903
7709.808;1735.9321999204265
7683.247;1854.148895261381
7907.32;1977.8798064805585
8379.766;2135.0904746324763
8913.892;2266.2763355900524
9368.243;2309.6416360021767
9712.374;2247.631221226058
9976.807;2135.7259628487654
10120.245;2030.1455590135827
10118.176;2003.4277654326775
